score,window_index
0.62668943,556
0.67580116,557
0.6745055,558
0.6736649,559
0.64077276,560
0.6359499,561
0.6397738,562
0.6319549,563
0.6131486,564
0.61229086,565
0.58641005,566
0.55654943,567
0.5427094,568
0.642091,569
0.5939843,570
0.59822863,571
0.60412073,572
0.6051958,573
0.62613165,574
0.6369962,575
0.6557947,576
0.6065838,577
0.6334618,578
0.638831,579
0.6313972,580
0.6370811,581
0.6474034,582
0.65172744,583
0.65560806,584
0.67388207,585
0.7033886,586
0.7259385,587
0.72857744,588
0.63990027,589
0.6301072,590
0.63951933,591
0.85140574,592
0.89055544,593
0.85584456,594
0.8684036,595
0.8896699,596
0.86862695,597
0.8669239,598
0.8637451,599
0.8608472,600
0.8337381,601
0.8244903,602
0.8121608,603
0.8188686,604
0.80024886,605
0.77126,606
0.7706949,607
0.79064393,608
0.7909664,609
0.80780935,610
0.8397648,611
0.62299377,612
0.593095,613
0.58114517,614
0.58351344,615
0.57713515,616
0.6432361,617
0.6501727,618
0.65504396,619
0.69561845,620
0.7090775,621
0.7296128,622
0.74968183,623
0.7473125,624
0.7714485,625
0.77689224,626
0.7793715,627
0.74791545,628
0.77093196,629
0.78102475,630
0.77021116,631
0.7930662,632
0.7769682,633
0.7899879,634
0.79447865,635
0.8129747,636
0.7402336,637
0.73711497,638
0.69354486,639
0.6683969,640
0.6568264,641
0.6570472,642
0.6410376,643
0.6450972,644
0.62375206,645
0.61277956,646
0.62289006,647
0.65620935,648
0.6481793,649
0.66026855,650
0.6038607,651
0.58118,652
0.5827599,653
0.5682466,654
0.6300226,655
0.69403374,656
0.7160415,657
0.676087,658
0.7148148,659
0.70254076,660
0.6876928,661
0.699928,662
0.7005019,663
0.6939642,664
0.70257044,665
0.74188703,666
0.7391362,667
0.7144066,668
0.7034262,669
0.6938807,670
0.7017893,671
0.7091982,672
0.70363134,673
0.69855666,674
0.692395,675
0.8652642,676
0.8230507,677
0.8138099,678
0.80208254,679
0.8240628,680
0.8853169,681
0.86954826,682
0.8644945,683
0.8758606,684
0.87449175,685
0.8467276,686
0.8663453,687
0.83606905,688
0.8600262,689
0.8718281,690
0.8533159,691
0.8484326,692
0.833103,693
0.84690315,694
0.8328201,695
0.6053147,696
0.6485413,697
0.66772676,698
0.6764954,699
0.6429651,700
0.6046513,701
0.59499544,702
0.6086276,703
0.6412288,704
0.6473628,705
0.6561844,706
0.6684597,707
0.6853754,708
0.702437,709
0.70810544,710
0.7314304,711
0.74753237,712
0.7490338,713
0.7724132,714
0.7478932,715
0.7473807,716
0.72600096,717
0.7239003,718
0.7838428,719
0.7957006,720
0.7838372,721
0.7937844,722
0.8241874,723
0.74825424,724
0.79101354,725
0.77368575,726
0.77783996,727
0.7903766,728
0.6947128,729
0.7058374,730
0.6970507,731
0.6975444,732
0.6830946,733
0.6445309,734
0.6446933,735
0.67815256,736
0.68193954,737
0.6956989,738
0.65338737,739
0.6627466,740
0.6675333,741
0.664384,742
0.64622664,743
0.6440266,744
0.6174525,745
0.6365553,746
0.61751294,747
0.6089402,748
0.6700402,749
0.675653,750
0.6712506,751
0.67617494,752
0.7021452,753
0.76240504,754
0.77165014,755
0.74939394,756
0.7472272,757
0.7440466,758
0.73427993,759
0.72499585,760
0.7001161,761
0.7039748,762
0.7199905,763
0.7192648,764
0.7351437,765
0.7515524,766
0.7585534,767
0.79338866,768
0.7422594,769
0.7233747,770
0.74412036,771
0.8121228,772
0.76170623,773
0.6865908,774
0.71971506,775
0.7212153,776
0.70511734,777
0.7021882,778
0.70136535,779
0.6980609,780
0.71279615,781
0.7564258,782
0.71524966,783
0.75783014,784
0.7325065,785
0.7328068,786
0.757837,787
0.6928118,788
0.72733206,789
0.714991,790
0.709838,791
0.65159637,792
0.6946493,793
0.6910385,794
0.7119347,795
0.71300477,796
0.70754755,797
0.7378283,798
0.76189685,799
0.7781419,800
0.82680357,801
0.76150084,802
0.74996686,803
0.72990495,804
0.721098,805
0.70976853,806
0.71786517,807
0.72818947,808
0.77211833,809
0.7785999,810
0.7783264,811
0.786942,812
0.77478456,813
0.8254771,814
0.78515625,815
0.76228976,816
0.75871813,817
0.7308316,818
0.7114708,819
0.6911799,820
0.67287254,821
0.6602025,822
0.6735728,823
0.6460561,824
0.6590921,825
0.69114846,826
0.87216955,827
0.8772722,828
0.7624733,829
0.7644893,830
0.7930458,831
0.8318242,832
0.8394561,833
0.7793791,834
0.77505964,835
0.81360954,836
0.82815015,837
0.8342585,838
0.8376734,839
0.8829895,840
0.8841621,841
0.9137526,842
0.91130275,843
0.9321512,844
0.93605745,845
0.9066585,846
0.7237843,847
0.7599389,848
0.75207675,849
0.7548501,850
0.7378696,851
0.7092958,852
0.71109873,853
0.769279,854
0.7666466,855
0.7221029,856
0.712459,857
0.6970008,858
0.7328266,859
0.6946408,860
0.7136606,861
0.70364404,862
0.69332796,863
0.7321728,864
0.75068605,865
0.76358664,866
0.778314,867
0.7418815,868
0.74018025,869
0.77044415,870
0.7598322,871
0.7467529,872
0.76758003,873
0.7329046,874
0.765141,875
0.76210207,876
0.7560801,877
0.77218384,878
0.75631064,879
0.75948966,880
0.70041853,881
0.7010749,882
0.7334571,883
0.66836053,884
0.6452594,885
0.68411195,886
0.68184656,887
0.6803433,888
0.6985666,889
0.6708102,890
0.6831031,891
0.6997164,892
0.7000157,893
0.69588333,894
0.6536424,895
0.6627525,896
0.66357994,897
0.6312037,898
0.6106837,899
0.6522057,900
0.684077,901
0.7394065,902
