threshold,tp,fp,tn,fn,precision,recall,f1,fpr,tpr,support_pos,support_neg,fp_per_hour,dataset,split,detector
0.6595597735050004,0,1,4580,0,0.0,,,0.00021829294913774285,,0,4581,12.115548225201954,new,val,isolation_forest
0.16907821337387033,0,1,4580,0,0.0,,,0.00021829294913774285,,0,4581,12.115548225201954,new,val,pca
5.984466552734375,0,1,4561,0,0.0,,,0.00021920210434020167,,0,4562,12.115548225201954,new,val,lstm_autoencoder
0.6595597735050004,0,0,4583,0,,,,0.0,,0,4583,0.0,new,test,isolation_forest
0.16907821337387033,0,0,4583,0,,,,0.0,,0,4583,0.0,new,test,pca
5.984466552734375,0,0,4564,0,,,,0.0,,0,4564,,new,test,lstm_autoencoder
